13736	1	27
2347	0	3
20138	0	0
8165	0	3
5235	1	41
580	0	3
21765	1	165
14721	1	46
12079	1	169
3432	0	4
11658	0	15
618	1	262
22434	1	43
8806	1	25
22307	1	24
7593	1	111
7007	0	17
23071	0	3
18935	0	13
22440	1	269
22590	1	168
4972	1	25
12421	0	16
22355	0	8
19246	1	65
454	1	64
8365	0	3
22681	0	3
17442	0	16
10600	0	6
4170	0	12
9551	1	120
12701	0	3
20433	1	243
10815	0	3
20320	1	281
9164	0	11
19543	0	11
10731	1	23
20976	0	0
14474	1	163
11397	0	15
12650	0	12
5667	1	49
18892	1	23
6269	1	51
8075	1	22
18996	0	3
18512	0	3
9538	1	48
3033	1	47
23804	1	35
19776	1	143
13257	0	8
23472	1	23
21145	1	86
134	1	22
19147	1	38
18274	0	3
5	0	3
20458	0	14
7288	0	2
6731	1	35
16906	1	46
17273	1	45
15305	1	38
6378	0	11
20406	0	14
6160	1	323
11681	0	1
20361	0	19
1102	0	11
6779	1	78
5737	0	15
21059	1	25
18533	1	23
5883	0	10
9751	1	54
23337	1	125
18462	1	75
9328	0	15
12715	0	3
5659	1	23
5004	1	41
46	1	115
21524	1	74
4219	0	3
6792	0	1
15200	0	8
12126	1	66
3144	0	4
10220	1	55
21271	0	3
7012	1	133
22156	1	295
16102	1	35
23375	1	45
6482	1	161
3325	0	13
12129	1	184
19093	1	111
4868	1	71
18195	1	114
5233	1	55
19422	0	2
20894	1	309
14462	0	3
16723	1	108
16551	0	1
18725	1	39
486	1	144
3848	1	46
23455	0	13
4459	1	86
15568	1	68
23484	0	12
5595	0	8
11047	0	6
2275	1	140
23314	1	193
5053	1	110
3960	0	3
21022	1	84
1184	0	3
7059	1	119
16540	0	1
2421	0	8
7796	1	126
1404	1	126
16929	1	56
15326	0	8
590	0	3
20077	1	55
16979	0	16
17311	1	23
12652	0	10
12674	1	55
7747	1	54
22836	1	45
3543	1	75
22343	0	8
12049	1	269
7773	0	11
16329	1	37
2384	0	3
18966	1	314
15327	0	3
13068	0	15
21898	1	24
23244	0	15
11552	0	0
5462	0	3
8749	0	1
16587	1	46
6958	1	79
6847	1	137
16741	1	388
17727	0	0
12964	0	15
14496	0	3
5651	1	162
20309	1	97
12468	1	132
21703	0	15
353	0	3
15358	1	53
14296	1	322
15989	1	41
9351	0	8
15741	0	10
16502	1	194
2863	1	35
516	1	23
18649	0	0
17788	0	3
15306	1	169
10065	1	93
14675	1	39
3590	0	11
1344	0	3
707	1	254
8365	1	41
22613	1	178
6620	1	23
3061	0	11
20288	1	23
3738	1	23
1770	1	42
6151	0	3
23563	0	12
14620	0	9
8876	0	2
17957	0	0
14224	0	15
11491	0	1
22685	0	3
13393	1	23
10896	1	79
4181	1	122
17951	1	46
8118	1	25
9620	1	193
20630	1	37
17125	0	3
5324	0	1
4633	1	162
10182	0	13
23694	1	55
16525	1	114
19012	1	268
8893	1	86
15150	1	68
20916	0	3
23480	1	23
19128	0	3
19400	1	23
13749	1	132
4326	0	4
12252	0	11
15145	0	1
14303	0	0
19081	0	3
19099	0	11
23276	0	3
18438	1	34
21269	1	220
7030	1	235
3262	1	110
2117	1	134
1381	1	51
8438	0	10
6178	1	72
18530	1	163
13076	1	65
19121	0	3
786	1	51
23657	1	163
12997	0	3
169	0	3
5299	1	56
1929	1	51
6541	1	24
11773	1	35
4700	1	24
19092	0	11
14298	0	0
21818	1	30
939	0	3
21807	0	9
19858	1	32
23636	1	28
12749	1	269
23672	1	64
7449	0	13
10743	0	0
21341	0	8
1557	0	3
21098	1	116
7674	0	0
21889	0	0
4713	0	3
16040	1	43
4736	1	176
2006	0	8
3665	1	23
6439	1	102
4825	1	58
3621	1	116
18434	1	194
22606	1	24
20909	0	15
17373	1	64
21386	0	17
1213	0	5
2708	0	3
5428	0	3
7908	0	11
7174	0	11
10048	0	3
21175	0	2
20928	1	300
12569	1	87
21996	0	16
20574	1	244
23653	0	14
1821	1	41
16127	1	24
10337	1	35
9613	1	34
20460	0	14
23406	0	3
13688	1	23
3597	0	16
20575	0	14
4501	1	75
23573	0	12
21542	1	70
23224	1	61
21577	0	0
23381	0	3
11222	0	3
22550	1	51
676	0	8
15275	0	3
21535	0	3
15873	1	64
20011	1	241
16952	1	80
14963	0	3
17818	0	3
8782	0	3
11699	0	3
13159	1	105
505	1	22
13320	0	15
10001	1	24
13647	1	106
10443	0	3
7848	1	23
7982	0	3
8326	1	134
22413	0	3
1776	1	161
159	0	2
8931	1	93
19307	0	8
11577	0	0
1623	0	11
18060	0	3
18377	0	3
20207	0	3
1367	0	3
16292	1	93
21004	0	1
1088	1	93
16798	0	5
12413	0	3
7258	1	41
18088	1	23
23783	1	210
14476	1	114
2878	0	8
13567	0	11
14517	1	41
5581	1	23
2946	0	3
4509	1	59
14782	1	22
8014	0	12
22460	0	11
17630	0	3
14623	1	23
6796	0	1
5250	1	135
6067	1	53
3273	1	127
9731	1	50
21272	1	131
17490	1	249
19382	1	35
1178	0	3
12380	0	3
12537	1	32
6213	1	227
13940	0	15
21095	1	75
1630	1	38
6538	1	248
6838	1	55
13129	1	44
79	1	124
14620	1	23
8292	1	23
17525	1	79
19838	0	11
8738	1	144
8711	1	25
11691	0	1
22316	0	11
11058	1	91
5803	0	0
10729	0	8
11532	0	19
17594	1	151
7703	1	45
12826	0	0
22972	1	24
5103	1	161
1056	1	64
14548	1	48
795	0	0
5994	0	6
7592	1	51
4140	0	5
21095	0	8
9828	0	19
1227	1	38
13000	1	78
9963	0	4
17724	1	145
16464	1	44
12042	1	143
23815	0	15
785	1	163
11674	0	16
18568	1	45
13111	1	96
22402	1	102
20833	1	96
15334	0	5
19892	0	11
23647	0	19
3739	0	0
18639	0	3
13576	0	14
5080	1	123
10911	1	24
8737	1	217
9365	1	26
11133	1	105
17318	0	8
20905	1	75
439	0	0
11200	0	0
9662	0	11
20888	1	50
2513	1	144
8981	0	11
1976	0	0
20168	0	1
8303	0	9
2215	1	314
15349	0	0
4570	0	11
21931	1	34
9608	1	145
233	0	3
3180	0	3
6918	0	3
3898	0	3
18845	0	9
5574	0	3
23084	0	2
23229	1	59
16752	1	75
13248	0	3
2844	1	26
6027	0	11
13666	1	55
14216	1	318
16386	1	25
9072	0	3
3622	1	39
7276	1	64
20019	0	8
14079	0	11
3817	0	3
20820	1	79
17604	0	4
13205	0	0
6813	0	11
501	0	3
17212	1	102
17607	1	47
7087	0	11
10273	1	157
2833	1	102
422	1	122
3341	1	161
13953	0	3
9065	0	3
18237	1	44
17903	0	15
10272	0	3
16627	0	3
16564	1	132
20610	1	71
18752	0	12
10638	1	44
3664	0	10
17906	0	15
21817	1	71
11919	1	23
10178	0	2
2707	0	12
11754	0	3
16567	0	1
14220	0	18
7141	1	310
20145	1	246
963	0	3
7774	1	24
5499	1	133
21191	0	11
11753	0	3
22996	0	3
1211	0	13
4450	0	11
17968	1	137
7986	1	49
10924	1	146
18349	1	146
22997	0	11
12103	0	3
17256	0	20
23804	0	3
12137	1	32
21021	0	15
3504	1	24
19655	1	261
1041	0	3
17352	1	40
511	1	234
18581	0	3
11658	1	163
7556	1	94
5447	0	0
6731	0	3
5794	1	41
8097	1	50
4516	0	3
3826	1	145
8348	1	35
21399	1	41
5429	1	162
17590	1	40
2459	1	55
5004	0	9
1873	1	122
14360	0	3
1532	1	94
9186	0	1
7339	1	24
22393	1	46
4720	0	8
5382	1	110
14418	1	69
530	1	170
4134	1	75
14231	0	8
6123	0	4
15043	1	47
16886	0	0
18115	1	55
3350	0	9
15373	0	18
7356	0	3
14354	0	3
11717	0	11
911	0	1
8285	0	12
21084	0	11
9819	0	2
16046	0	3
3802	1	143
12509	0	8
19196	1	132
7752	1	196
8308	0	3
2785	1	102
22893	1	93
17132	1	231
11020	1	136
17297	1	123
19085	1	144
3289	1	61
6285	1	64
15895	0	0
1789	0	4
19750	0	3
19956	1	86
6261	1	110
14592	1	68
7671	0	3
5637	1	99
18163	0	17
20603	1	72
5343	0	0
9315	1	74
2299	1	81
1296	1	164
21283	0	3
13117	1	55
19617	0	3
14019	0	3
3303	0	11
536	1	280
16305	1	206
1658	0	9
5057	0	8
3377	1	23
8445	0	3
14988	1	322
2109	0	20
10691	0	8
5018	1	93
19837	0	0
19485	0	11
8486	0	3
13939	0	15
17202	1	41
6924	0	3
10877	1	23
10912	0	3
18499	0	13
1252	1	23
22754	0	4
15579	1	59
18558	1	63
2345	1	41
6508	0	3
5820	1	101
10522	0	20
14334	0	1
1888	0	0
376	0	11
19511	0	0
8713	0	3
9393	0	3
15607	0	11
17803	0	8
12976	1	68
15792	0	3
875	0	20
53	1	64
13088	0	4
21955	0	11
11760	0	11
2785	0	11
14273	0	3
1317	0	3
4759	1	243
18732	0	3
18048	0	8
9011	0	13
4050	1	217
21461	1	300
19979	1	181
12745	1	34
6095	0	1
5280	0	0
1432	0	11
8615	1	55
8000	1	37
17248	1	66
23623	0	3
22110	1	307
14899	0	13
7701	0	12
14646	1	75
1907	0	16
10813	0	3
8614	1	24
17205	0	6
12906	1	42
7374	0	5
7317	1	102
23041	0	10
3661	0	3
22332	0	12
12103	1	41
17210	0	13
902	0	11
9212	0	8
952	1	23
7686	0	1
13901	0	4
12678	1	86
1844	0	3
5121	1	23
21308	1	93
22416	1	97
18718	0	3
20343	0	8
10749	1	143
4238	0	11
19247	0	11
7195	1	110
22018	0	3
20757	1	150
6325	0	3
21762	1	70
20523	0	7
9477	0	0
1925	0	6
5799	1	163
8598	0	16
21959	1	202
90	1	220
21275	0	0
3585	0	3
16265	0	10
17994	0	13
8815	1	58
2108	1	23
22473	1	262
2952	0	3
5705	0	11
17558	1	261
14681	0	3
10038	0	1
11773	0	3
18031	0	13
4836	1	102
10268	0	16
21198	1	219
8861	1	128
19924	1	45
23569	0	10
1478	1	51
4844	1	72
6246	1	170
19270	0	11
14984	0	4
2464	0	0
13639	0	11
3188	0	3
7351	0	4
11140	1	66
12408	0	4
9559	1	212
15639	0	9
23056	1	23
2291	1	41
15220	1	110
1087	0	6
17289	1	43
5282	1	35
4571	1	110
10036	0	1
7764	1	38
14843	0	4
23158	1	45
14093	1	55
8199	0	9
525	1	171
10539	0	4
23686	1	99
16760	0	1
6396	1	247
13985	0	3
20810	0	4
10571	0	3
7397	1	213
11663	0	9
14889	1	49
12156	0	8
17223	0	4
10728	1	110
12668	1	55
1663	1	170
23134	0	15
12055	0	4
15045	0	10
1014	0	3
8424	1	51
8066	0	18
6703	0	11
13978	0	3
14693	0	3
4511	0	9
3048	0	8
5852	0	3
11271	0	3
2056	0	3
7745	1	33
1839	0	8
8350	1	55
17546	0	3
4379	0	8
14056	0	8
14414	0	0
16231	0	8
2216	1	38
12744	1	24
5117	1	37
247	0	3
19650	0	3
10421	1	25
9865	1	41
4851	0	3
12083	1	170
14580	0	11
16414	1	284
7793	0	4
17009	0	4
14690	0	3
21970	0	3
4660	0	3
11269	0	3
5600	1	55
17377	1	58
8643	0	8
16053	1	50
17954	1	41
22857	1	70
10801	1	53
19666	1	41
3381	0	18
9492	1	55
6402	1	91
14168	0	4
5351	0	8
23078	1	75
17468	1	33
22573	0	0
11367	0	3
18254	1	45
14376	0	3
17723	1	222
8463	0	3
5223	1	96
3194	1	58
3229	1	261
17509	1	23
19357	0	11
22945	0	3
12120	1	46
7842	0	9
2818	1	58
7563	1	45
4943	1	86
17595	0	3
19709	0	3
12459	1	363
13579	1	284
2049	0	4
1468	0	3
11537	0	8
23227	0	8
11498	0	11
17424	1	34
14743	0	10
22251	0	0
23264	1	84
23843	0	8
1798	0	11
21434	0	11
6624	0	3
2554	0	3
16108	1	217
5642	0	16
17990	0	6
11568	1	206
11333	1	145
17097	1	25
5832	1	202
21677	1	380
16119	1	23
19697	0	3
18655	0	8
2769	0	3
15426	0	3
20918	1	22
6350	1	170
5119	1	61
1248	0	8
6879	0	3
22800	0	2
1760	0	4
11077	1	41
11115	1	66
6833	1	128
6125	1	40
3530	0	13
12359	1	74
20919	1	285
12044	1	64
3398	0	12
14488	1	35
9650	1	49
21437	0	3
2897	0	3
9090	1	41
18354	1	169
14308	1	111
15736	1	24
23321	0	3
417	0	8
8546	1	200
18136	0	8
3798	1	35
19352	1	151
13963	1	34
17073	0	3
21502	0	4
22073	1	127
8013	0	6
9512	0	3
19906	0	0
14454	0	0
19305	1	23
22877	0	3
1688	0	6
10993	0	18
4651	0	8
7034	0	6
18653	1	24
23425	0	6
959	1	110
15416	0	3
17157	1	55
10105	0	13
19065	1	86
1170	1	190
9401	0	13
8126	1	340
10063	1	58
8065	1	24
22734	1	171
11981	0	3
15526	1	29
8317	0	8
18825	0	3
8495	0	3
17977	0	6
22551	1	51
16356	0	15
7010	1	33
23311	1	30
2788	1	21
16737	0	11
6423	1	161
14374	1	102
20941	1	55
14387	1	309
10281	1	46
8098	0	0
1552	0	11
11117	0	0
6659	0	3
9921	1	58
18639	1	178
21291	0	8
17083	0	0
11049	1	38
3879	0	2
11333	0	3
22201	0	13
7911	0	3
23540	1	58
13792	1	50
14877	1	96
16725	0	11
12405	1	44
5715	0	3
15815	1	97
11804	1	212
16423	1	58
5081	1	247
6321	1	114
21411	0	16
22069	0	15
19922	0	8
7858	0	3
21584	0	3
4595	1	54
3964	1	161
21290	0	8
77	0	11
10488	1	37
5198	1	44
9986	0	10
13530	0	2
1856	0	9
16832	0	8
18036	0	13
15131	0	3
17410	0	3
17902	1	105
16776	1	202
15873	0	3
13284	0	0
23146	0	3
8938	1	55
13917	1	202
13764	1	23
10183	0	17
7083	0	3
17606	0	15
6628	1	124
9335	0	3
7175	1	183
3607	1	49
21071	0	3
11043	1	143
13812	0	10
8617	1	163
6115	1	143
11847	0	8
13617	0	9
7481	0	0
6386	0	3
17406	0	3
5518	0	11
20112	0	1
18542	0	11
10340	1	163
2965	0	3
1533	1	78
12299	0	3
21042	0	3
20961	1	70
2659	1	44
9119	1	72
4132	0	9
16978	0	8
20784	1	45
2281	0	4
18118	1	58
16854	0	8
6057	1	215
14492	1	23
9853	1	44
20429	0	3
4711	1	144
5779	1	23
14323	1	146
17118	0	17
13857	0	0
23572	0	20
17502	0	3
318	0	2
21034	0	3
15296	0	9
12098	0	4
12890	0	15
1617	0	8
14426	0	3
8015	1	34
703	0	8
6096	1	24
20157	0	11
841	1	164
20132	1	198
9477	1	228
6906	1	108
21437	1	41
16971	0	3
18202	0	18
11372	1	182
11322	1	68
8125	1	116
17621	0	3
20082	1	169
7784	1	21
9643	0	3
21780	0	4
15854	1	75
17729	0	0
3084	0	0
5279	0	11
15613	1	154
11004	1	59
15695	1	122
